model,n_folds,auroc_mean,auroc_std,auprc_mean,auprc_std,pooled_auroc,pooled_auroc_lo,pooled_auroc_hi,pooled_auprc,pooled_auprc_lo,pooled_auprc_hi
Tumor-Aware (residual+reg),5,0.5183,0.0565,0.7082,0.0441,0.5125,0.418,0.6075,0.6893,0.6068,0.7829
