model,n_folds,auroc_mean,auroc_std,auprc_mean,auprc_std,pooled_auroc,pooled_auroc_lo,pooled_auroc_hi,pooled_auprc,pooled_auprc_lo,pooled_auprc_hi
Tumor-Aware (residual+reg+temp),5,0.4955,0.0522,0.6949,0.026,0.4965,0.4028,0.5962,0.6819,0.6024,0.7776
