model,n_folds,auroc_mean,auroc_std,auprc_mean,auprc_std,pooled_auroc,pooled_auroc_lo,pooled_auroc_hi,pooled_auprc,pooled_auprc_lo,pooled_auprc_hi
Tumor-Aware (residual+reg),5,0.5255,0.071,0.7232,0.0407,0.5224,0.4289,0.6153,0.7144,0.6342,0.8079
